#time,accel_x,accel_y,accel_z
3007.465195,0.000000,-9696.697840,-229.828649
3007.465522,0.000000,-9992.780217,-612.876398
3007.465850,74.020594,-10140.821405,-766.095498
3007.466177,222.061783,-10362.883188,-536.266849
3007.466505,592.164754,-10140.821405,0.000000
3007.466832,1110.308913,-10436.903782,0.000000
3007.467160,1036.288319,-9770.718434,-383.047749
3007.467487,666.185348,-9770.718434,153.219100
3007.467815,444.123565,-9770.718434,229.828649
3007.468142,370.102971,-9474.636058,229.828649
3007.468470,0.000000,-9178.553681,0.000000
3007.468797,-370.102971,-9252.574275,-536.266849
3007.469125,74.020594,-9696.697840,-459.657299
3007.469452,-370.102971,-9474.636058,-383.047749
3007.469780,222.061783,-10066.800811,-766.095498
3007.470107,222.061783,-9992.780217,-459.657299
3007.470435,444.123565,-9622.677246,0.000000
3007.470762,666.185348,-9992.780217,76.609550
3007.471090,518.144159,-9770.718434,229.828649
3007.471417,296.082377,-9178.553681,0.000000
3007.471745,296.082377,-9104.533087,612.876398
3007.472072,-296.082377,-9252.574275,0.000000
3007.472400,-296.082377,-9104.533087,0.000000
3007.472727,0.000000,-9474.636058,-459.657299
3007.473055,-148.041188,-9622.677246,-459.657299
3007.473382,74.020594,-9770.718434,-383.047749
3007.473710,518.144159,-10436.903782,-153.219100
3007.474037,592.164754,-9918.759623,-229.828649
3007.474365,1110.308913,-9992.780217,-612.876398
3007.474692,666.185348,-9992.780217,0.000000
3007.475020,666.185348,-9548.656652,-153.219100
3007.475347,666.185348,-9474.636058,-153.219100
3007.475675,296.082377,-9326.594869,0.000000
3007.476002,444.123565,-9252.574275,-1149.143247
3007.476330,0.000000,-9326.594869,-383.047749
3007.476657,-148.041188,-9548.656652,-459.657299
3007.476985,74.020594,-10140.821405,-842.705048
3007.477312,370.102971,-10288.862594,-919.314598
3007.477640,518.144159,-10510.924376,-459.657299
3007.477967,518.144159,-10214.842000,-306.438199
3007.478295,1258.350101,-10510.924376,306.438199
3007.478622,888.247130,-10362.883188,612.876398
3007.478950,592.164754,-9474.636058,459.657299
3007.479277,222.061783,-9474.636058,229.828649
3007.479605,0.000000,-9030.512492,0.000000
3007.479932,0.000000,-9326.594869,0.000000
3007.480260,0.000000,-9474.636058,0.000000
3007.480587,222.061783,-8734.430116,-153.219100
3007.480915,740.205942,-9030.512492,0.000000
3007.481242,1702.473667,-9622.677246,-612.876398
3007.481570,2442.679609,-9400.615463,383.047749
3007.481897,3256.906145,-8956.491898,383.047749
3007.482225,4293.194464,-8808.450710,536.266849
3007.482552,4885.359217,-8956.491898,459.657299
3007.482880,5699.585753,-9326.594869,229.828649
3007.483207,5847.626942,-8290.306550,153.219100
3007.483535,6217.729913,-9252.574275,-383.047749
3007.483862,6661.853478,-9696.697840,-229.828649
3007.484190,7328.038826,-9992.780217,-153.219100
3007.484517,7550.100608,-10658.965565,0.000000
3007.484845,8290.306550,-10584.944971,612.876398
3007.485172,9104.533087,-9770.718434,0.000000
3007.485500,9844.739029,-9030.512492,0.000000
3007.485827,9844.739029,-8882.471304,0.000000
3007.486155,10881.027347,-8660.409521,0.000000
3007.486482,11473.192101,-9178.553681,153.219100
3007.486810,11473.192101,-9622.677246,76.609550
3007.487137,11473.192101,-9548.656652,0.000000
3007.487465,10881.027347,-9326.594869,-229.828649
3007.487792,10584.944971,-9770.718434,-383.047749
3007.488120,12583.501014,-11473.192101,-1225.752797
3007.488447,13619.789333,-11251.130318,-766.095498
3007.488775,14508.036463,-10436.903782,0.000000
3007.489102,15618.345376,-9770.718434,229.828649
3007.489430,15396.283594,-9474.636058,1302.362347
3007.489757,14656.077652,-8808.450710,1685.410096
3007.490085,14211.954086,-9326.594869,1455.581446
3007.490412,13619.789333,-10140.821405,689.485948
3007.490740,12435.459826,-9178.553681,0.000000
3007.491067,12509.480420,-9104.533087,383.047749
3007.491395,12213.398043,-9622.677246,689.485948
3007.491722,12287.418637,-10362.883188,536.266849
3007.492050,12287.418637,-9030.512492,689.485948
3007.492377,11769.274478,-9548.656652,612.876398
3007.492705,11029.068536,-11325.150913,459.657299
3007.493032,9918.759623,-9622.677246,612.876398
3007.493360,9104.533087,-8364.327145,383.047749
3007.493687,8586.388927,-7846.182985,459.657299
3007.494015,9622.677246,-8364.327145,0.000000
3007.494342,10066.800811,-9252.574275,76.609550
3007.494670,9178.553681,-10881.027347,1072.533697
3007.494997,8364.327145,-10584.944971,1072.533697
3007.495325,7402.059420,-9622.677246,-689.485948
3007.495652,6143.709319,-8882.471304,-995.924147
3007.495980,5625.565159,-9030.512492,0.000000
3007.496307,5847.626942,-9622.677246,229.828649
3007.496635,5625.565159,-11399.171507,1149.143247
3007.496962,5255.462188,-11177.109724,766.095498
3007.497290,4885.359217,-8956.491898,-383.047749
3007.497617,2960.823768,-9178.553681,0.000000
3007.497945,1036.288319,-10732.986159,-459.657299
3007.498272,592.164754,-10510.924376,-1762.019645
3007.498600,1110.308913,-9400.615463,-2528.115143
3007.498927,2664.741391,-7624.121203,-1838.629195
3007.499255,2590.720797,-8586.388927,-536.266849
3007.499582,1110.308913,-9918.759623,1685.410096
3007.499910,296.082377,-10288.862594,1149.143247
3007.500237,2516.700203,-9992.780217,-1532.190996
3007.500565,3923.091493,-9844.739029,-2681.334243
3007.500892,3775.050304,-10214.842000,-1072.533697
3007.501220,3256.906145,-9474.636058,766.095498
3007.501547,2442.679609,-9992.780217,1532.190996
3007.501875,2220.617826,-11103.089130,-76.609550
3007.502202,1702.473667,-9474.636058,-2528.115143
3007.502530,0.000000,-8364.327145,-1991.848295
3007.502857,-666.185348,-8660.409521,383.047749
3007.503185,1258.350101,-9548.656652,842.705048
3007.503512,3256.906145,-10732.986159,0.000000
3007.503840,2220.617826,-10066.800811,306.438199
3007.504167,1406.391290,-7402.059420,1072.533697
3007.504495,1554.432478,-7698.141797,306.438199
3007.504822,592.164754,-8660.409521,76.609550
3007.505150,-222.061783,-9030.512492,0.000000
3007.505477,-74.020594,-7624.121203,0.000000
3007.505805,1110.308913,-8438.347739,0.000000
3007.506132,2664.741391,-11399.171507,995.924147
3007.506460,1998.556043,-10140.821405,919.314598
3007.506787,2072.576638,-9622.677246,-459.657299
3007.507115,2368.659014,-10658.965565,-1991.848295
3007.507442,1924.535449,-10658.965565,-2221.676944
3007.507770,1110.308913,-9178.553681,919.314598
3007.508097,3627.009116,-7994.224174,1378.971896
3007.508424,6291.750507,-8734.430116,766.095498
3007.508752,4663.297435,-9770.718434,766.095498
3007.509079,2664.741391,-10510.924376,2068.457845
3007.509407,2886.803174,-10584.944971,536.266849
3007.509734,3256.906145,-11547.212695,-1915.238745
3007.510062,518.144159,-11547.212695,-2298.286494
3007.510389,-1184.329507,-10140.821405,-1378.971896
3007.510717,1110.308913,-10658.965565,766.095498
3007.511044,2220.617826,-11547.212695,-766.095498
3007.511372,296.082377,-11843.295072,-306.438199
3007.511699,-1110.308913,-11399.171507,383.047749
3007.512027,-888.247130,-9400.615463,-306.438199
3007.512354,-1702.473667,-7994.224174,-1302.362347
3007.512682,-3034.844362,-7402.059420,-383.047749
3007.513009,-3256.906145,-7179.997637,459.657299
3007.513337,666.185348,-7624.121203,0.000000
3007.513664,1702.473667,-8734.430116,842.705048
3007.513992,1110.308913,-10140.821405,2068.457845
3007.514319,740.205942,-10807.006753,2451.505594
3007.514647,518.144159,-11251.130318,766.095498
3007.514974,-592.164754,-11325.150913,-1915.238745
3007.515302,-2738.761985,-10658.965565,-1149.143247
3007.515629,-2516.700203,-10732.986159,919.314598
3007.515957,-1850.514855,-9844.739029,1302.362347
3007.516284,-3108.864956,-8364.327145,536.266849
3007.516612,-4293.194464,-8068.244768,0.000000
3007.516939,-4219.173869,-8290.306550,306.438199
3007.517267,-4515.256246,-6291.750507,-612.876398
3007.517594,-5033.400406,-3923.091493,-1532.190996
3007.517922,-3256.906145,-6217.729913,-689.485948
3007.518249,962.267725,-9400.615463,306.438199
3007.518577,2294.638420,-10510.924376,842.705048
3007.518904,2294.638420,-11325.150913,1455.581446
3007.519232,3701.029710,-12509.480420,612.876398
3007.519559,3108.864956,-14211.954086,-459.657299
3007.519887,444.123565,-13101.645173,-2145.067394
3007.520214,-1258.350101,-10510.924376,-2911.162892
3007.520542,0.000000,-10881.027347,-3064.381992
3007.520869,370.102971,-11695.253884,-2451.505594
3007.521197,-1258.350101,-9992.780217,-153.219100
3007.521524,-1628.453072,-7105.977043,383.047749
3007.521852,74.020594,-7994.224174,-842.705048
3007.522179,518.144159,-9474.636058,-1072.533697
3007.522507,-1184.329507,-7254.018232,-995.924147
3007.522834,1110.308913,-7328.038826,-153.219100
3007.523162,4959.379811,-10140.821405,689.485948
3007.523489,4737.318029,-11917.315666,229.828649
3007.523817,2886.803174,-12731.542202,459.657299
3007.524144,3923.091493,-11621.233289,-995.924147
3007.524472,3849.070898,-11917.315666,-1991.848295
3007.524799,1554.432478,-12953.603985,-1532.190996
3007.525127,296.082377,-11769.274478,-919.314598
3007.525454,1628.453072,-9918.759623,-919.314598
3007.525782,2442.679609,-8438.347739,-612.876398
3007.526109,666.185348,-7698.141797,1838.629195
3007.526437,666.185348,-6513.812290,3064.381992
3007.526764,1480.411884,-5625.565159,3447.429741
3007.527092,1332.370696,-6365.771101,1302.362347
3007.527419,-296.082377,-6661.853478,1225.752797
3007.527747,0.000000,-8216.285956,1608.800546
3007.528074,1628.453072,-9178.553681,842.705048
3007.528402,740.205942,-10362.883188,-919.314598
3007.528729,222.061783,-11695.253884,-995.924147
3007.529057,296.082377,-12879.583391,-1378.971896
3007.529384,740.205942,-13027.624579,-2145.067394
3007.529712,0.000000,-11473.192101,-2221.676944
3007.530039,-1184.329507,-10584.944971,-842.705048
3007.530367,222.061783,-9770.718434,383.047749
3007.530694,1480.411884,-7772.162391,0.000000
3007.531022,-518.144159,-6069.688724,1532.190996
3007.531349,-1332.370696,-7476.080014,2221.676944
3007.531677,-296.082377,-8068.244768,2451.505594
3007.532004,-1332.370696,-7476.080014,766.095498
3007.532332,-3182.885551,-7846.182985,-919.314598
3007.532659,-2738.761985,-10214.842000,-1225.752797
3007.532987,-1332.370696,-12953.603985,-2145.067394
3007.533314,-1702.473667,-13397.727550,-2451.505594
3007.533642,-1480.411884,-12361.439231,-3064.381992
3007.533969,296.082377,-12435.459826,-2528.115143
3007.534297,296.082377,-12731.542202,-1915.238745
3007.534624,-2294.638420,-10066.800811,-1072.533697
3007.534952,-2590.720797,-8586.388927,-995.924147
3007.535279,-1258.350101,-8808.450710,-689.485948
3007.535607,-1184.329507,-8438.347739,-689.485948
3007.535934,-1850.514855,-6883.915261,766.095498
3007.536262,222.061783,-7179.997637,689.485948
3007.536589,1258.350101,-8808.450710,1532.190996
3007.536916,-370.102971,-8364.327145,1915.238745
3007.537244,-1332.370696,-7698.141797,1149.143247
3007.537571,444.123565,-9178.553681,-383.047749
3007.537899,2294.638420,-11399.171507,-919.314598
3007.538226,1258.350101,-10955.047942,-306.438199
3007.538554,1628.453072,-10066.800811,76.609550
3007.538881,3404.947333,-10140.821405,0.000000
3007.539209,2368.659014,-10584.944971,-919.314598
3007.539536,-962.267725,-10140.821405,0.000000
3007.539864,-370.102971,-9770.718434,0.000000
3007.540191,2516.700203,-8734.430116,-536.266849
3007.540519,2146.597232,-7846.182985,-383.047749
3007.540846,-370.102971,-8142.265362,2451.505594
3007.541174,370.102971,-9030.512492,2987.772442
3007.541501,1998.556043,-9178.553681,1685.410096
3007.541829,1110.308913,-8660.409521,306.438199
3007.542156,-740.205942,-7920.203579,229.828649
3007.542483,1036.288319,-9326.594869,-306.438199
3007.542811,3627.009116,-12287.418637,-689.485948
3007.543138,3552.988522,-13249.686362,-766.095498
3007.543466,3256.906145,-12287.418637,-1225.752797
3007.543793,3108.864956,-11991.336260,-842.705048
3007.544121,2664.741391,-11177.109724,-1685.410096
3007.544448,666.185348,-10807.006753,-1378.971896
3007.544776,814.226536,-10584.944971,0.000000
3007.545103,3108.864956,-9474.636058,153.219100
3007.545431,2368.659014,-7402.059420,1378.971896
3007.545758,-1702.473667,-7105.977043,2528.115143
3007.546086,-2960.823768,-9400.615463,3064.381992
3007.546413,-3552.988522,-8660.409521,842.705048
3007.546741,-4959.379811,-5773.606348,-3217.601092
3007.547068,-4663.297435,-6883.915261,-3600.648841
3007.547395,-296.082377,-11399.171507,-3064.381992
3007.547723,3034.844362,-13323.706956,-459.657299
3007.548050,3775.050304,-12509.480420,919.314598
3007.548378,3627.009116,-10955.047942,842.705048
3007.548705,3478.967927,-11695.253884,-229.828649
3007.549033,666.185348,-11251.130318,-229.828649
3007.549360,-2664.741391,-8882.471304,0.000000
3007.549688,-2516.700203,-7179.997637,76.609550
3007.550015,0.000000,-9030.512492,-383.047749
3007.550343,-1258.350101,-7994.224174,459.657299
3007.550670,-3849.070898,-7254.018232,1762.019645
3007.550998,-3552.988522,-7772.162391,1608.800546
3007.551325,-3478.967927,-8290.306550,-995.924147
3007.551653,-4219.173869,-7846.182985,-3370.820191
3007.551980,-2812.782580,-8142.265362,-3064.381992
3007.552308,148.041188,-9104.533087,-612.876398
3007.552635,3849.070898,-13027.624579,1838.629195
3007.552962,2886.803174,-14063.912898,2145.067394
3007.553290,2812.782580,-12583.501014,229.828649
3007.553617,2738.761985,-11621.233289,-1762.019645
3007.553945,-370.102971,-10807.006753,-2298.286494
3007.554272,-3923.091493,-9474.636058,-1378.971896
3007.554600,-2442.679609,-7994.224174,-919.314598
3007.554927,1110.308913,-7994.224174,-1532.190996
3007.555255,592.164754,-8808.450710,536.266849
3007.555582,-1036.288319,-8586.388927,2528.115143
3007.555910,-222.061783,-8290.306550,2451.505594
3007.556237,444.123565,-8290.306550,-306.438199
3007.556565,-740.205942,-8586.388927,-1991.848295
3007.556892,-740.205942,-8512.368333,-1378.971896
3007.557220,2590.720797,-10214.842000,0.000000
3007.557547,4441.235652,-12731.542202,689.485948
3007.557875,2590.720797,-12361.439231,1149.143247
3007.558202,2294.638420,-11769.274478,0.000000
3007.558529,2664.741391,-11621.233289,-1455.581446
3007.558857,296.082377,-10807.006753,-2451.505594
3007.559184,-1184.329507,-8512.368333,-1915.238745
3007.559512,0.000000,-7846.182985,-919.314598
3007.559839,2812.782580,-8660.409521,153.219100
3007.560167,2516.700203,-7920.203579,1455.581446
3007.560494,518.144159,-7105.977043,3140.991542
3007.560822,1776.494261,-8364.327145,2757.943793
3007.561149,2368.659014,-8882.471304,76.609550
3007.561477,740.205942,-8216.285956,-1532.190996
3007.561804,0.000000,-8882.471304,-995.924147
3007.562132,2294.638420,-11991.336260,689.485948
3007.562459,2442.679609,-12953.603985,766.095498
3007.562787,2072.576638,-12213.398043,-383.047749
3007.563114,1332.370696,-11251.130318,-842.705048
3007.563441,1184.329507,-11991.336260,-1455.581446
3007.563769,-592.164754,-11991.336260,-689.485948
