#time,accel_x,accel_y,accel_z
2676.900539,740.205942,-9918.759623,0.000000
2676.900867,592.164754,-9770.718434,-229.828649
2676.901195,888.247130,-9844.739029,0.000000
2676.901522,370.102971,-9178.553681,0.000000
2676.901850,0.000000,-9030.512492,0.000000
2676.902178,0.000000,-9474.636058,-919.314598
2676.902505,-148.041188,-10140.821405,-612.876398
2676.902833,-148.041188,-9918.759623,-842.705048
2676.903161,0.000000,-10214.842000,-689.485948
2676.903489,592.164754,-10214.842000,0.000000
2676.903816,888.247130,-10510.924376,-919.314598
2676.904144,296.082377,-9992.780217,0.000000
2676.904472,444.123565,-9918.759623,306.438199
2676.904800,444.123565,-9770.718434,306.438199
2676.905127,370.102971,-9474.636058,0.000000
2676.905455,0.000000,-9178.553681,-306.438199
2676.905783,74.020594,-9400.615463,-229.828649
2676.906111,0.000000,-9178.553681,-612.876398
2676.906438,0.000000,-8882.471304,-459.657299
2676.906766,148.041188,-9622.677246,-459.657299
2676.907094,148.041188,-9770.718434,-536.266849
2676.907422,444.123565,-9770.718434,-229.828649
2676.907749,666.185348,-9622.677246,153.219100
2676.908077,592.164754,-9474.636058,383.047749
2676.908405,592.164754,-9400.615463,536.266849
2676.908732,0.000000,-9104.533087,766.095498
2676.909060,148.041188,-9178.553681,0.000000
2676.909388,74.020594,-9178.553681,-306.438199
2676.909716,0.000000,-9696.697840,-459.657299
2676.910043,-148.041188,-9474.636058,-383.047749
2676.910371,0.000000,-9474.636058,0.000000
2676.910699,592.164754,-10066.800811,-383.047749
2676.911027,148.041188,-10214.842000,76.609550
2676.911354,666.185348,-10288.862594,-153.219100
2676.911682,592.164754,-10066.800811,-153.219100
2676.912010,592.164754,-9770.718434,-153.219100
2676.912338,222.061783,-9918.759623,-383.047749
2676.912665,0.000000,-9474.636058,-689.485948
2676.912993,0.000000,-9400.615463,-306.438199
2676.913321,0.000000,-9696.697840,0.000000
2676.913649,0.000000,-9844.739029,-842.705048
2676.913976,0.000000,-10066.800811,-842.705048
2676.914304,0.000000,-10362.883188,-459.657299
2676.914632,370.102971,-10214.842000,0.000000
2676.914959,592.164754,-9918.759623,76.609550
2676.915287,666.185348,-10066.800811,0.000000
2676.915615,814.226536,-9696.697840,689.485948
2676.915943,666.185348,-8956.491898,459.657299
2676.916270,740.205942,-8808.450710,306.438199
2676.916598,1110.308913,-8808.450710,306.438199
2676.916926,1628.453072,-8734.430116,153.219100
2676.917254,2664.741391,-8586.388927,229.828649
2676.917581,2738.761985,-8216.285956,-459.657299
2676.917909,4441.235652,-9622.677246,-459.657299
2676.918237,5329.482782,-9622.677246,-383.047749
2676.918565,6587.832884,-9252.574275,0.000000
2676.918892,7254.018232,-9622.677246,0.000000
2676.919220,7994.224174,-10140.821405,229.828649
2676.919548,8364.327145,-10436.903782,766.095498
2676.919876,7698.141797,-9770.718434,536.266849
2676.920203,7698.141797,-9104.533087,612.876398
2676.920531,8438.347739,-8586.388927,-919.314598
2676.920859,8734.430116,-8808.450710,-612.876398
2676.921186,9474.636058,-9030.512492,-306.438199
2676.921514,11103.089130,-9400.615463,0.000000
2676.921842,12065.356855,-10140.821405,459.657299
2676.922170,12509.480420,-10807.006753,306.438199
2676.922497,11621.233289,-9622.677246,76.609550
2676.922825,11769.274478,-9622.677246,229.828649
2676.923153,12583.501014,-10584.944971,153.219100
2676.923481,13175.665768,-10732.986159,-229.828649
2676.923808,13619.789333,-10510.924376,76.609550
2676.924136,13619.789333,-10066.800811,536.266849
2676.924464,14211.954086,-9770.718434,536.266849
2676.924792,12657.521608,-9400.615463,536.266849
2676.925119,11399.171507,-9474.636058,-229.828649
2676.925447,10436.903782,-10214.842000,-306.438199
2676.925775,9918.759623,-10510.924376,0.000000
2676.926103,9178.553681,-10288.862594,612.876398
2676.926430,8290.306550,-9992.780217,1225.752797
2676.926758,6513.812290,-9918.759623,2221.676944
2676.927086,6069.688724,-8808.450710,766.095498
2676.927413,4737.318029,-8068.244768,459.657299
2676.927741,4441.235652,-10214.842000,229.828649
2676.928069,3108.864956,-9474.636058,306.438199
2676.928397,2590.720797,-8364.327145,0.000000
2676.928724,1554.432478,-7698.141797,-383.047749
2676.929052,1036.288319,-8808.450710,0.000000
2676.929380,2516.700203,-9400.615463,0.000000
2676.929708,4071.132681,-9252.574275,-229.828649
2676.930035,4811.338623,-10510.924376,459.657299
2676.930363,5773.606348,-11621.233289,612.876398
2676.930691,3108.864956,-11621.233289,1302.362347
2676.931019,740.205942,-11029.068536,1532.190996
2676.931346,-1850.514855,-8142.265362,995.924147
2676.931674,-3108.864956,-7402.059420,-1838.629195
2676.932002,-3330.926739,-8660.409521,-1532.190996
2676.932330,-2368.659014,-9178.553681,-766.095498
2676.932657,-2442.679609,-9548.656652,-459.657299
2676.932985,-3108.864956,-11325.150913,0.000000
2676.933313,-3849.070898,-10881.027347,-383.047749
2676.933640,-5329.482782,-9474.636058,-2451.505594
2676.933968,-6217.729913,-7179.997637,-3370.820191
2676.934296,-3256.906145,-8438.347739,-2221.676944
2676.934624,0.000000,-10362.883188,-1302.362347
2676.934951,1628.453072,-11991.336260,536.266849
2676.935279,518.144159,-11843.295072,1685.410096
2676.935607,-592.164754,-11029.068536,459.657299
2676.935935,-2368.659014,-9252.574275,-1378.971896
2676.936262,-2442.679609,-8734.430116,-3370.820191
2676.936590,-444.123565,-8364.327145,-3753.867940
2676.936918,1776.494261,-9548.656652,-1455.581446
2676.937246,3627.009116,-11547.212695,1685.410096
2676.937573,3108.864956,-10288.862594,3370.820191
2676.937901,1924.535449,-7920.203579,1991.848295
2676.938229,-1036.288319,-7402.059420,842.705048
2676.938557,-1406.391290,-8734.430116,-689.485948
2676.938884,296.082377,-9326.594869,-2068.457845
2676.939212,2368.659014,-10436.903782,-1072.533697
2676.939540,2812.782580,-9992.780217,612.876398
2676.939867,1702.473667,-8438.347739,1225.752797
2676.940195,296.082377,-8586.388927,1455.581446
2676.940523,-518.144159,-9178.553681,689.485948
2676.940851,1406.391290,-9548.656652,-1915.238745
2676.941178,2812.782580,-10362.883188,-2451.505594
2676.941506,3034.844362,-9844.739029,-229.828649
2676.941834,3849.070898,-8808.450710,1685.410096
2676.942162,3552.988522,-8364.327145,2757.943793
2676.942489,2886.803174,-8142.265362,2681.334243
2676.942817,3478.967927,-9918.759623,-689.485948
2676.943145,4737.318029,-11399.171507,-1302.362347
2676.943473,4145.153275,-11473.192101,-1225.752797
2676.943800,3330.926739,-10510.924376,-689.485948
2676.944128,1776.494261,-9474.636058,229.828649
2676.944456,370.102971,-9844.739029,536.266849
2676.944784,1776.494261,-11251.130318,76.609550
2676.945111,2960.823768,-12213.398043,-1225.752797
2676.945439,2442.679609,-11843.295072,-842.705048
2676.945767,1480.411884,-9474.636058,229.828649
2676.946095,-592.164754,-8956.491898,612.876398
2676.946422,-3034.844362,-9474.636058,1378.971896
2676.946750,-1924.535449,-10140.821405,0.000000
2676.947078,74.020594,-10436.903782,-2145.067394
2676.947405,814.226536,-11325.150913,-1532.190996
2676.947733,666.185348,-9696.697840,0.000000
2676.948061,-1480.411884,-8660.409521,459.657299
2676.948389,-4071.132681,-9400.615463,1608.800546
2676.948716,-2664.741391,-10140.821405,0.000000
2676.949044,-1184.329507,-9992.780217,-1685.410096
2676.949372,-666.185348,-9548.656652,229.828649
2676.949700,-888.247130,-8882.471304,689.485948
2676.950027,-1998.556043,-7846.182985,1608.800546
2676.950355,-3849.070898,-7624.121203,1302.362347
2676.950683,-4293.194464,-8290.306550,459.657299
2676.951011,-3108.864956,-9178.553681,-689.485948
2676.951338,-2220.617826,-10732.986159,-1072.533697
2676.951666,-1036.288319,-9918.759623,0.000000
2676.951994,-962.267725,-7920.203579,-383.047749
2676.952322,-1850.514855,-8068.244768,689.485948
2676.952649,-2220.617826,-9252.574275,689.485948
2676.952977,0.000000,-10140.821405,-689.485948
2676.953305,1036.288319,-10807.006753,-1378.971896
2676.953632,888.247130,-10658.965565,-383.047749
2676.953960,666.185348,-8956.491898,-153.219100
2676.954288,-1406.391290,-8512.368333,0.000000
2676.954616,-1036.288319,-9548.656652,0.000000
2676.954943,592.164754,-11029.068536,-766.095498
2676.955271,962.267725,-11399.171507,-1532.190996
2676.955599,888.247130,-10140.821405,-1072.533697
2676.955927,518.144159,-9030.512492,-1072.533697
2676.956254,-592.164754,-9474.636058,-612.876398
2676.956582,-666.185348,-10658.965565,-1532.190996
2676.956910,1332.370696,-10362.883188,-1915.238745
2676.957238,2368.659014,-11029.068536,-2834.553343
2676.957565,3182.885551,-11547.212695,-1225.752797
2676.957893,3404.947333,-9844.739029,76.609550
2676.958221,1850.514855,-9030.512492,919.314598
2676.958549,1628.453072,-9992.780217,766.095498
2676.958876,3256.906145,-11843.295072,-995.924147
2676.959204,4441.235652,-12139.377449,-1378.971896
2676.959532,3552.988522,-10955.047942,0.000000
2676.959859,3108.864956,-9178.553681,1378.971896
2676.960187,1480.411884,-7105.977043,1608.800546
2676.960515,148.041188,-7328.038826,1838.629195
2676.960843,1628.453072,-8956.491898,229.828649
2676.961170,3478.967927,-10140.821405,-612.876398
2676.961498,3478.967927,-9770.718434,766.095498
2676.961826,1628.453072,-8512.368333,1685.410096
2676.962154,-148.041188,-8142.265362,1532.190996
2676.962481,-1184.329507,-8660.409521,842.705048
2676.962809,-148.041188,-10214.842000,-766.095498
2676.963137,1258.350101,-11251.130318,-1302.362347
2676.963465,1628.453072,-10955.047942,-153.219100
2676.963792,740.205942,-9252.574275,1378.971896
2676.964120,-1554.432478,-7698.141797,1838.629195
2676.964448,-3108.864956,-8364.327145,995.924147
2676.964776,-2220.617826,-9030.512492,-766.095498
2676.965104,-296.082377,-9326.594869,-2298.286494
2676.965431,740.205942,-10362.883188,-1378.971896
2676.965759,814.226536,-9178.553681,306.438199
2676.966087,-1628.453072,-7179.997637,1378.971896
2676.966415,-2664.741391,-9474.636058,995.924147
2676.966742,-2368.659014,-11547.212695,-995.924147
2676.967070,-1406.391290,-11547.212695,-2834.553343
2676.967398,0.000000,-12065.356855,-2987.772442
2676.967726,148.041188,-11325.150913,-1915.238745
2676.968054,-1554.432478,-8290.306550,-383.047749
2676.968381,-3552.988522,-8216.285956,306.438199
2676.968709,-3627.009116,-10066.800811,-842.705048
2676.969037,-740.205942,-10955.047942,-2451.505594
2676.969365,518.144159,-10955.047942,-2374.896044
2676.969693,444.123565,-9696.697840,-995.924147
2676.970020,0.000000,-7920.203579,612.876398
2676.970348,-814.226536,-8290.306550,1149.143247
2676.970676,-518.144159,-10362.883188,306.438199
2676.971004,1184.329507,-11843.295072,-383.047749
2676.971331,1480.411884,-11473.192101,-842.705048
2676.971659,740.205942,-10066.800811,-536.266849
2676.971987,-814.226536,-8216.285956,0.000000
2676.972315,-2960.823768,-7772.162391,842.705048
2676.972643,-3330.926739,-8290.306550,306.438199
2676.972970,-962.267725,-8882.471304,-919.314598
2676.973298,740.205942,-10658.965565,-1838.629195
2676.973626,1776.494261,-9770.718434,-306.438199
2676.973954,740.205942,-7624.121203,766.095498
2676.974281,0.000000,-7476.080014,1532.190996
2676.974609,1406.391290,-8956.491898,1072.533697
2676.974937,3404.947333,-11029.068536,689.485948
2676.975265,4071.132681,-10510.924376,153.219100
2676.975593,4441.235652,-10362.883188,306.438199
2676.975920,3552.988522,-9400.615463,612.876398
2676.976248,518.144159,-8512.368333,1149.143247
2676.976576,0.000000,-9326.594869,689.485948
2676.976904,1184.329507,-10140.821405,-995.924147
2676.977231,2664.741391,-11399.171507,-2221.676944
2676.977559,3404.947333,-11473.192101,-1455.581446
2676.977887,1924.535449,-9104.533087,612.876398
2676.978215,296.082377,-8660.409521,842.705048
2676.978543,0.000000,-11251.130318,995.924147
2676.978870,592.164754,-11843.295072,0.000000
2676.979198,2220.617826,-11399.171507,-1532.190996
2676.979526,3182.885551,-10955.047942,-1378.971896
2676.979854,1480.411884,-9696.697840,153.219100
2676.980181,-962.267725,-8290.306550,536.266849
2676.980509,-2590.720797,-9474.636058,536.266849
2676.980837,-1554.432478,-9474.636058,-1378.971896
2676.981165,1036.288319,-10140.821405,-2221.676944
2676.981493,1480.411884,-11177.109724,-459.657299
2676.981820,1406.391290,-9326.594869,1072.533697
2676.982148,-296.082377,-7105.977043,2145.067394
2676.982476,-1258.350101,-8068.244768,1378.971896
